,Şehir,İlçe,Geçerli oy sayısı,Oy kullanan seçmen sayısı,Kayıtlı seçmen sayısı,Sandık sayısı ,AK PARTİ,MHP,CHP,İYİ PARTİ,HDP,SAADET PARTİSİ,CUMHUR İTTİFAKI,MİLLET İTTİFAKI,VATAN PARTİSİ,HÜDA PAR,BĞMZ
9,Konya,Cihanbeyli,28288.0,28952.0,36705.0,126.0,12481.0,3004.0,2371.0,1116.0,8638.0,309.0,209.0,16.0,35.0,94.0,15.0
53,Konya,Derbent,2981.0,3060.0,3303.0,16.0,1707.0,356.0,546.0,236.0,11.0,73.0,28.0,2.0,12.0,9.0,1.0
37,Konya,Derebucak,4042.0,4226.0,5093.0,21.0,2342.0,580.0,259.0,710.0,12.0,42.0,61.0,4.0,15.0,16.0,1.0
13,Konya,Doğanhisar,11019.0,11853.0,13255.0,47.0,6133.0,1025.0,1709.0,1550.0,56.0,267.0,125.0,45.0,60.0,42.0,7.0
55,Konya,Emirgazi,4697.0,4836.0,5781.0,24.0,2487.0,677.0,847.0,515.0,23.0,55.0,53.0,3.0,14.0,21.0,2.0
15,Konya,Ereğli,87713.0,89942.0,102705.0,322.0,33629.0,16520.0,19819.0,11309.0,3461.0,1287.0,1144.0,185.0,182.0,157.0,20.0
57,Konya,Güneysınır,6271.0,6381.0,6756.0,27.0,4521.0,1040.0,180.0,317.0,6.0,113.0,85.0,3.0,2.0,2.0,2.0
17,Konya,Hadim,7855.0,8103.0,9019.0,46.0,4573.0,1369.0,646.0,909.0,52.0,172.0,75.0,10.0,28.0,18.0,3.0
59,Konya,Halkapınar,2882.0,2965.0,3279.0,19.0,1669.0,504.0,317.0,295.0,15.0,25.0,34.0,5.0,10.0,7.0,1.0
39,Konya,Hüyük,11005.0,11458.0,12670.0,44.0,5751.0,1445.0,1595.0,1755.0,68.0,186.0,108.0,21.0,42.0,32.0,2.0
19,Konya,Ilgın,35287.0,36570.0,41114.0,142.0,17312.0,7429.0,4168.0,4714.0,248.0,745.0,435.0,55.0,90.0,77.0,14.0
21,Konya,Kadınhanı,19599.0,19970.0,21871.0,91.0,12142.0,4113.0,1344.0,1235.0,76.0,408.0,208.0,19.0,22.0,24.0,8.0
23,Konya,Karapınar,29291.0,30091.0,33768.0,112.0,15755.0,5206.0,4588.0,2416.0,137.0,622.0,413.0,50.0,47.0,50.0,7.0
41,Konya,Karatay,184689.0,188205.0,206841.0,595.0,128145.0,26728.0,7166.0,8697.0,5914.0,4761.0,2015.0,158.0,141.0,839.0,125.0
25,Konya,Kulu,25231.0,26028.0,34782.0,120.0,14029.0,2428.0,1399.0,914.0,5686.0,424.0,240.0,17.0,32.0,56.0,6.0
43,Konya,Meram,208250.0,211919.0,231848.0,674.0,139274.0,28421.0,13863.0,14828.0,3146.0,5680.0,2209.0,250.0,217.0,234.0,128.0
27,Konya,Sarayönü,17243.0,17560.0,19048.0,67.0,11717.0,2273.0,1015.0,1142.0,158.0,703.0,187.0,16.0,17.0,13.0,2.0
45,Konya,Selçuklu,377100.0,382952.0,426683.0,1175.0,221559.0,59452.0,32837.0,34261.0,12968.0,10325.0,3977.0,575.0,449.0,575.0,122.0
29,Konya,Seydişehir,42573.0,44092.0,48103.0,164.0,20416.0,5498.0,8046.0,5992.0,452.0,1300.0,522.0,116.0,123.0,91.0,17.0
47,Konya,Taşkent,3982.0,4099.0,4512.0,18.0,2511.0,502.0,270.0,475.0,16.0,144.0,38.0,4.0,11.0,9.0,2.0
61,Konya,Tuzlukçu,4363.0,4562.0,5241.0,23.0,2139.0,461.0,1037.0,576.0,30.0,50.0,39.0,10.0,13.0,7.0,1.0
63,Konya,Yalıhüyük,1142.0,1177.0,1339.0,6.0,745.0,153.0,51.0,155.0,1.0,12.0,17.0,5.0,2.0,1.0,0.0
31,Konya,Yunak,12819.0,13204.0,16282.0,71.0,8114.0,1718.0,963.0,1035.0,571.0,164.0,177.0,10.0,21.0,41.0,5.0
51,Konya,Çeltik,5897.0,6069.0,7131.0,25.0,3457.0,686.0,569.0,919.0,68.0,90.0,56.0,3.0,20.0,26.0,3.0
11,Konya,Çumra,41661.0,42441.0,46009.0,151.0,24508.0,9555.0,1877.0,3929.0,207.0,846.0,587.0,38.0,41.0,61.0,12.0
4,Kütahya,Altıntaş,10720.0,11019.0,12447.0,52.0,6152.0,1984.0,1218.0,962.0,64.0,143.0,133.0,12.0,29.0,23.0,0.0
25,Kütahya,Aslanapa,6915.0,7051.0,7501.0,39.0,4297.0,1576.0,287.0,500.0,10.0,67.0,147.0,4.0,16.0,11.0,0.0
7,Kütahya,Domaniç,10698.0,11056.0,11945.0,53.0,6073.0,1304.0,1344.0,1449.0,64.0,247.0,117.0,13.0,50.0,37.0,0.0
28,Kütahya,Dumlupınar,2072.0,2136.0,2419.0,14.0,1013.0,365.0,397.0,203.0,7.0,35.0,32.0,4.0,9.0,7.0,0.0
10,Kütahya,Emet,14133.0,14465.0,15888.0,70.0,8363.0,2383.0,1344.0,1311.0,49.0,424.0,179.0,27.0,29.0,24.0,0.0
13,Kütahya,Gediz,34276.0,35221.0,38202.0,154.0,19464.0,4942.0,3823.0,4949.0,127.0,330.0,402.0,56.0,100.0,83.0,0.0
31,Kütahya,Hisarcık,8580.0,8805.0,9808.0,44.0,4866.0,1389.0,841.0,1175.0,28.0,112.0,116.0,8.0,18.0,27.0,0.0
16,Kütahya,Kütahya Merkez,162388.0,165013.0,181076.0,597.0,79048.0,37574.0,23636.0,14748.0,1484.0,3032.0,2017.0,344.0,253.0,252.0,0.0
40,Kütahya,Pazarlar,3621.0,3764.0,4166.0,20.0,2268.0,431.0,338.0,441.0,22.0,60.0,29.0,2.0,16.0,14.0,0.0
19,Kütahya,Simav,44538.0,45939.0,50435.0,209.0,26609.0,5067.0,5252.0,5911.0,200.0,584.0,468.0,80.0,207.0,160.0,0.0
22,Kütahya,Tavşanlı,70467.0,72096.0,77636.0,286.0,40426.0,11586.0,7104.0,7889.0,571.0,1656.0,805.0,169.0,128.0,133.0,0.0
37,Kütahya,Çavdarhisar,4664.0,4854.0,5460.0,31.0,2730.0,653.0,582.0,470.0,32.0,91.0,55.0,5.0,20.0,26.0,0.0
34,Kütahya,Şaphane,4414.0,4605.0,5133.0,25.0,2630.0,483.0,642.0,493.0,20.0,60.0,42.0,5.0,25.0,14.0,0.0
4,Kırklareli,Babaeski,34315.0,35070.0,38687.0,126.0,6721.0,1482.0,19394.0,5199.0,881.0,205.0,120.0,135.0,123.0,52.0,3.0
7,Kırklareli,Demirköy,5726.0,5943.0,6668.0,29.0,2269.0,452.0,1901.0,778.0,181.0,42.0,50.0,20.0,21.0,11.0,1.0
13,Kırklareli,Kofçaz,1883.0,1931.0,2050.0,18.0,629.0,104.0,781.0,301.0,14.0,10.0,8.0,6.0,20.0,9.0,1.0
10,Kırklareli,Kırklareli Merkez,62150.0,63587.0,71513.0,224.0,18416.0,3017.0,25589.0,11807.0,2145.0,354.0,287.0,234.0,167.0,105.0,29.0
16,Kırklareli,Lüleburgaz,101808.0,103452.0,113453.0,336.0,24697.0,4243.0,52045.0,15781.0,3323.0,602.0,412.0,357.0,239.0,93.0,16.0
19,Kırklareli,Pehlivanköy,2778.0,2867.0,3189.0,13.0,737.0,110.0,1254.0,599.0,25.0,14.0,10.0,11.0,13.0,4.0,1.0
22,Kırklareli,Pınarhisar,12906.0,13225.0,14689.0,51.0,3654.0,733.0,5886.0,2052.0,312.0,81.0,63.0,51.0,37.0,34.0,3.0
25,Kırklareli,Vize,19781.0,20341.0,22425.0,79.0,5025.0,1226.0,9329.0,3552.0,242.0,126.0,80.0,89.0,55.0,50.0,7.0
16,Kırıkkale,Bahşili,4621.0,4726.0,5235.0,19.0,2503.0,1000.0,548.0,404.0,36.0,42.0,59.0,10.0,9.0,10.0,0.0
19,Kırıkkale,Balışeyh,3852.0,3954.0,4442.0,33.0,1686.0,929.0,635.0,374.0,90.0,46.0,53.0,13.0,9.0,17.0,0.0
4,Kırıkkale,Delice,5948.0,6052.0,6765.0,56.0,2939.0,961.0,1201.0,586.0,104.0,47.0,61.0,8.0,16.0,25.0,0.0
25,Kırıkkale,Karakeçili,2119.0,2171.0,2376.0,10.0,1023.0,689.0,115.0,212.0,3.0,25.0,43.0,1.0,2.0,6.0,0.0
7,Kırıkkale,Keskin,10862.0,11155.0,12238.0,81.0,4614.0,1963.0,1113.0,2600.0,238.0,131.0,138.0,25.0,25.0,15.0,0.0
10,Kırıkkale,Kırıkkale Merkez,125406.0,127609.0,146479.0,412.0,52879.0,31216.0,18692.0,17422.0,1121.0,1586.0,1776.0,304.0,224.0,186.0,0.0
13,Kırıkkale,Sulakyurt,4780.0,4878.0,5414.0,36.0,1390.0,1786.0,1335.0,103.0,42.0,18.0,85.0,7.0,5.0,9.0,0.0
28,Kırıkkale,Yahşihan,11467.0,11664.0,13623.0,44.0,4721.0,2511.0,1993.0,1669.0,230.0,146.0,143.0,28.0,9.0,17.0,0.0
22,Kırıkkale,Çelebi,1574.0,1615.0,1824.0,17.0,856.0,278.0,120.0,254.0,17.0,21.0,20.0,0.0,1.0,7.0,0.0
16,Kırşehir,Akpınar,5050.0,5205.0,5955.0,35.0,2635.0,560.0,1226.0,453.0,34.0,34.0,60.0,9.0,24.0,13.0,2.0
19,Kırşehir,Akçakent,2671.0,2750.0,3171.0,23.0,1667.0,429.0,238.0,217.0,13.0,31.0,46.0,10.0,12.0,6.0,2.0
22,Kırşehir,Boztepe,3851.0,3942.0,4367.0,24.0,1278.0,329.0,1302.0,177.0,701.0,28.0,17.0,12.0,3.0,3.0,1.0
7,Kırşehir,Kaman,21783.0,22502.0,27437.0,112.0,9321.0,3164.0,5822.0,2457.0,371.0,176.0,238.0,51.0,66.0,49.0,68.0
10,Kırşehir,Kırşehir Merkez,84946.0,86749.0,99218.0,323.0,30908.0,15193.0,22901.0,9262.0,4319.0,896.0,995.0,202.0,136.0,113.0,21.0
13,Kırşehir,Mucur,12311.0,12595.0,14198.0,80.0,5483.0,1977.0,3356.0,1030.0,166.0,104.0,128.0,28.0,22.0,13.0,4.0
4,Kırşehir,Çiçekdağı,9279.0,9554.0,11146.0,70.0,4767.0,1921.0,1025.0,742.0,425.0,127.0,185.0,7.0,20.0,57.0,3.0
3,Malatya,Akçadağ,17996.0,18294.0,20804.0,106.0,7030.0,3421.0,3698.0,566.0,2940.0,145.0,119.0,20.0,23.0,34.0,0.0
5,Malatya,Arapgir,7009.0,7199.0,8262.0,70.0,2954.0,915.0,2124.0,384.0,439.0,83.0,52.0,21.0,20.0,17.0,0.0
7,Malatya,Arguvan,5626.0,5736.0,6383.0,51.0,866.0,186.0,2950.0,54.0,1498.0,16.0,13.0,4.0,16.0,23.0,0.0
19,Malatya,Battalgazi,179432.0,182578.0,209180.0,618.0,108357.0,28150.0,21605.0,6341.0,9414.0,2918.0,1616.0,190.0,197.0,644.0,0.0
9,Malatya,Darende,16686.0,16900.0,19314.0,98.0,11039.0,2746.0,1329.0,683.0,429.0,235.0,166.0,10.0,19.0,30.0,0.0
21,Malatya,Doğanyol,2290.0,2366.0,3084.0,19.0,1467.0,362.0,238.0,102.0,40.0,42.0,22.0,1.0,10.0,6.0,0.0
11,Malatya,Doğanşehir,24749.0,25409.0,28609.0,103.0,9551.0,4075.0,5623.0,1632.0,3105.0,334.0,262.0,24.0,70.0,73.0,0.0
13,Malatya,Hekimhan,12852.0,13130.0,14735.0,88.0,4012.0,1376.0,5507.0,752.0,783.0,254.0,57.0,24.0,42.0,45.0,0.0
23,Malatya,Kale,4186.0,4230.0,4461.0,29.0,3207.0,516.0,263.0,74.0,50.0,40.0,15.0,1.0,2.0,18.0,0.0
25,Malatya,Kuluncak,5136.0,5296.0,5996.0,32.0,2425.0,910.0,1194.0,280.0,219.0,39.0,41.0,4.0,15.0,9.0,0.0
15,Malatya,Pütürge,8963.0,9091.0,11081.0,90.0,6735.0,820.0,746.0,190.0,223.0,123.0,84.0,6.0,16.0,20.0,0.0
27,Malatya,Yazıhan,7920.0,8051.0,9506.0,44.0,3809.0,1185.0,1547.0,185.0,1008.0,84.0,54.0,3.0,15.0,30.0,0.0
17,Malatya,Yeşilyurt,185841.0,188871.0,213934.0,628.0,93518.0,32751.0,32781.0,9104.0,11933.0,2934.0,1683.0,257.0,210.0,670.0,0.0
27,Manisa,Ahmetli,11308.0,11599.0,12678.0,46.0,4962.0,1128.0,2633.0,1679.0,632.0,95.0,78.0,22.0,32.0,47.0,0.0
3,Manisa,Akhisar,116343.0,119355.0,130082.0,411.0,43705.0,10791.0,41408.0,12968.0,4381.0,1214.0,905.0,314.0,363.0,294.0,0.0
5,Manisa,Alaşehir,66261.0,68455.0,75827.0,257.0,23418.0,7745.0,19328.0,10274.0,3569.0,720.0,498.0,192.0,263.0,254.0,0.0
7,Manisa,Demirci,26689.0,27604.0,30266.0,135.0,15457.0,3153.0,3494.0,3414.0,175.0,473.0,279.0,51.0,105.0,88.0,0.0
29,Manisa,Gölmarmara,10229.0,10470.0,11333.0,42.0,3117.0,1017.0,3113.0,780.0,2009.0,47.0,78.0,26.0,18.0,24.0,0.0
9,Manisa,Gördes,20168.0,21064.0,22759.0,95.0,10396.0,2695.0,3400.0,2784.0,154.0,210.0,259.0,57.0,109.0,104.0,0.0
13,Manisa,Kula,30562.0,31731.0,34703.0,136.0,14057.0,4414.0,6209.0,4613.0,363.0,268.0,297.0,68.0,150.0,123.0,0.0
31,Manisa,Köprübaşı,9469.0,9904.0,10867.0,62.0,4396.0,978.0,2068.0,1664.0,102.0,77.0,81.0,19.0,40.0,44.0,0.0
11,Manisa,Kırkağaç,25896.0,26637.0,29256.0,103.0,15063.0,2309.0,4314.0,3155.0,309.0,340.0,219.0,51.0,71.0,65.0,0.0
15,Manisa,Salihli,109704.0,112319.0,123901.0,387.0,33073.0,13209.0,37134.0,15575.0,8206.0,708.0,890.0,278.0,333.0,298.0,0.0
19,Manisa,Saruhanlı,38082.0,39071.0,41904.0,138.0,13434.0,3300.0,12208.0,5472.0,2855.0,277.0,248.0,93.0,88.0,107.0,0.0
17,Manisa,Sarıgöl,24985.0,26000.0,28394.0,93.0,6894.0,2450.0,9242.0,4889.0,848.0,162.0,145.0,82.0,133.0,140.0,0.0
21,Manisa,Selendi,13946.0,14523.0,16025.0,83.0,5304.0,4494.0,2279.0,1223.0,125.0,120.0,234.0,17.0,82.0,68.0,0.0
23,Manisa,Soma,71737.0,73275.0,79850.0,269.0,34202.0,7931.0,16862.0,8620.0,1999.0,906.0,662.0,195.0,232.0,128.0,0.0
25,Manisa,Turgutlu,102956.0,105261.0,116822.0,343.0,39873.0,11191.0,22497.0,14501.0,12237.0,960.0,905.0,269.0,223.0,300.0,0.0
35,Manisa,Yunusemre,143711.0,146287.0,159722.0,477.0,54912.0,16891.0,33828.0,20015.0,14509.0,1240.0,1370.0,406.0,306.0,234.0,0.0
33,Manisa,Şehzadeler,108152.0,110187.0,120239.0,358.0,41653.0,11947.0,25877.0,16376.0,9725.0,849.0,976.0,331.0,191.0,227.0,0.0
21,Mardin,Artuklu,84245.0,86297.0,100453.0,328.0,39851.0,3767.0,3556.0,1376.0,32220.0,902.0,408.0,70.0,353.0,1661.0,81.0
17,Mardin,Dargeçit,12479.0,13057.0,15690.0,58.0,2577.0,177.0,207.0,111.0,8615.0,70.0,23.0,9.0,22.0,662.0,6.0
3,Mardin,Derik,28749.0,29277.0,34218.0,130.0,3999.0,408.0,678.0,254.0,22719.0,129.0,40.0,10.0,28.0,474.0,10.0
5,Mardin,Kızıltepe,120269.0,122328.0,141228.0,473.0,21300.0,861.0,3426.0,624.0,90355.0,908.0,185.0,46.0,66.0,2311.0,187.0
7,Mardin,Mazıdağı,16481.0,17133.0,19854.0,80.0,2818.0,167.0,661.0,113.0,11854.0,83.0,14.0,2.0,26.0,732.0,11.0
9,Mardin,Midyat,48614.0,50573.0,65389.0,224.0,24304.0,2032.0,970.0,848.0,18217.0,742.0,243.0,42.0,70.0,1125.0,21.0
11,Mardin,Nusaybin,48278.0,49890.0,60788.0,194.0,6219.0,424.0,734.0,290.0,39426.0,154.0,82.0,9.0,53.0,866.0,21.0
15,Mardin,Savur,12011.0,12455.0,15844.0,65.0,4746.0,422.0,306.0,176.0,6044.0,43.0,54.0,9.0,11.0,199.0,1.0
19,Mardin,Yeşilli,7231.0,7347.0,8444.0,32.0,4556.0,565.0,146.0,65.0,1600.0,67.0,46.0,1.0,3.0,172.0,10.0
13,Mardin,Ömerli,6924.0,7375.0,8637.0,49.0,3264.0,564.0,231.0,95.0,2607.0,53.0,41.0,7.0,9.0,51.0,2.0
21,Mersin,Akdeniz,152395.0,155739.0,176007.0,507.0,38503.0,11179.0,36619.0,9486.0,53406.0,756.0,869.0,266.0,265.0,1007.0,39.0
3,Mersin,Anamur,43953.0,45260.0,50407.0,171.0,13733.0,5976.0,12836.0,9453.0,873.0,387.0,302.0,123.0,138.0,120.0,12.0
15,Mersin,Aydıncık,7305.0,7529.0,8452.0,32.0,2553.0,1141.0,1863.0,1457.0,78.0,50.0,83.0,22.0,25.0,33.0,0.0
17,Mersin,Bozyazı,17806.0,18335.0,20305.0,68.0,6913.0,2470.0,3074.0,4668.0,251.0,128.0,154.0,34.0,34.0,75.0,5.0
5,Mersin,Erdemli,88981.0,90822.0,100445.0,317.0,36339.0,15638.0,14697.0,16371.0,3542.0,988.0,865.0,176.0,172.0,169.0,24.0
7,Mersin,Gülnar,17277.0,17878.0,19688.0,96.0,5737.0,3735.0,3986.0,3249.0,92.0,113.0,182.0,35.0,69.0,71.0,8.0
23,Mersin,Mezitli,116232.0,117675.0,134212.0,379.0,26029.0,11202.0,43393.0,15131.0,18308.0,615.0,712.0,324.0,277.0,180.0,61.0
9,Mersin,Mut,40607.0,41715.0,46403.0,176.0,15979.0,4797.0,12394.0,5927.0,467.0,458.0,281.0,82.0,97.0,110.0,15.0
11,Mersin,Silifke,79356.0,81222.0,90740.0,295.0,22792.0,10314.0,22732.0,19721.0,2060.0,396.0,601.0,252.0,254.0,210.0,24.0
13,Mersin,Tarsus,203440.0,207352.0,234373.0,730.0,47207.0,38538.0,51586.0,27326.0,33450.0,1207.0,1990.0,397.0,384.0,1291.0,64.0
25,Mersin,Toroslar,173843.0,176436.0,203238.0,584.0,53918.0,21480.0,33444.0,20336.0,40316.0,1427.0,1493.0,335.0,273.0,778.0,43.0
27,Mersin,Yenişehir,155495.0,157419.0,179219.0,494.0,30551.0,11461.0,59043.0,17589.0,33787.0,958.0,773.0,480.0,383.0,397.0,73.0
19,Mersin,Çamlıyayla,5868.0,6068.0,6639.0,26.0,1946.0,1650.0,847.0,1210.0,33.0,32.0,67.0,12.0,20.0,45.0,6.0
3,Muğla,Bodrum,113110.0,114660.0,130972.0,374.0,18310.0,5650.0,57540.0,15726.0,13869.0,452.0,498.0,544.0,406.0,115.0,0.0
19,Muğla,Dalaman,24734.0,25259.0,28543.0,90.0,8304.0,2128.0,8241.0,4591.0,908.0,153.0,172.0,71.0,92.0,74.0,0.0
5,Muğla,Datça,16273.0,16540.0,18421.0,56.0,2448.0,1028.0,8311.0,2113.0,2101.0,46.0,65.0,32.0,108.0,21.0,0.0
7,Muğla,Fethiye,98388.0,100102.0,114034.0,330.0,31651.0,6966.0,33611.0,19866.0,4054.0,778.0,614.0,351.0,312.0,185.0,0.0
23,Muğla,Kavaklıdere,7358.0,7649.0,8252.0,28.0,3457.0,630.0,1806.0,1234.0,36.0,56.0,58.0,26.0,26.0,29.0,0.0
9,Muğla,Köyceğiz,23423.0,24160.0,27400.0,88.0,8409.0,1415.0,9175.0,3118.0,760.0,132.0,161.0,64.0,124.0,65.0,0.0
11,Muğla,Marmaris,57495.0,58438.0,68498.0,196.0,12461.0,3505.0,27557.0,8107.0,4734.0,257.0,366.0,223.0,217.0,68.0,0.0
25,Muğla,Menteşe,72284.0,73943.0,82484.0,254.0,18385.0,4601.0,31014.0,12727.0,3963.0,502.0,395.0,314.0,247.0,136.0,0.0
13,Muğla,Milas,95435.0,97945.0,108154.0,356.0,24372.0,5372.0,40928.0,16515.0,6127.0,511.0,466.0,398.0,485.0,261.0,0.0
21,Muğla,Ortaca,32088.0,32818.0,36666.0,110.0,8570.0,2522.0,13399.0,5361.0,1532.0,214.0,176.0,95.0,153.0,66.0,0.0
27,Muğla,Seydikemer,38958.0,40732.0,45938.0,155.0,18619.0,3271.0,8492.0,6944.0,515.0,330.0,314.0,96.0,190.0,187.0,0.0
15,Muğla,Ula,17761.0,18313.0,20214.0,70.0,5398.0,850.0,7633.0,2553.0,919.0,94.0,93.0,59.0,104.0,58.0,0.0
17,Muğla,Yatağan,31320.0,32393.0,35335.0,123.0,9383.0,1855.0,12000.0,6540.0,760.0,260.0,146.0,112.0,151.0,113.0,0.0
4,Muş,Bulanık,34755.0,35763.0,44242.0,153.0,4935.0,672.0,431.0,1159.0,27028.0,206.0,64.0,22.0,102.0,136.0,0.0
16,Muş,Hasköy,12955.0,13174.0,14158.0,50.0,8374.0,207.0,196.0,2185.0,1803.0,102.0,14.0,8.0,10.0,56.0,0.0
19,Muş,Korkut,11481.0,11813.0,13964.0,53.0,2979.0,108.0,136.0,322.0,7501.0,96.0,9.0,3.0,33.0,294.0,0.0
7,Muş,Malazgirt,22421.0,23068.0,27866.0,111.0,3679.0,496.0,285.0,270.0,17392.0,107.0,44.0,8.0,68.0,72.0,0.0
10,Muş,Muş Merkez,84951.0,88242.0,108161.0,355.0,36674.0,4876.0,1446.0,3757.0,34318.0,1101.0,438.0,46.0,126.0,2169.0,0.0
13,Muş,Varto,16474.0,17215.0,20147.0,66.0,1106.0,168.0,1139.0,188.0,13702.0,40.0,15.0,7.0,52.0,57.0,0.0
25,Nevşehir,Acıgöl,12162.0,12456.0,13591.0,44.0,9083.0,1753.0,506.0,471.0,17.0,161.0,121.0,5.0,24.0,21.0,0.0
4,Nevşehir,Avanos,21476.0,21940.0,24835.0,85.0,9353.0,3428.0,5635.0,1989.0,444.0,211.0,271.0,42.0,60.0,43.0,0.0
7,Nevşehir,Derinkuyu,12673.0,12929.0,14624.0,47.0,6558.0,2280.0,2647.0,733.0,56.0,197.0,149.0,15.0,23.0,15.0,0.0
10,Nevşehir,Gülşehir,13987.0,14462.0,16454.0,66.0,7237.0,2823.0,1702.0,1720.0,52.0,84.0,246.0,31.0,54.0,38.0,0.0
13,Nevşehir,Hacıbektaş,8068.0,8306.0,9168.0,47.0,2144.0,558.0,4053.0,612.0,502.0,42.0,77.0,17.0,35.0,28.0,0.0
16,Nevşehir,Kozaklı,9144.0,9401.0,10796.0,52.0,4243.0,976.0,2702.0,920.0,70.0,61.0,101.0,24.0,27.0,20.0,0.0
19,Nevşehir,Nevşehir Merkez,84178.0,85498.0,94402.0,277.0,46512.0,17637.0,8574.0,7818.0,925.0,1167.0,937.0,144.0,129.0,335.0,0.0
22,Nevşehir,Ürgüp,23693.0,24170.0,26650.0,95.0,11854.0,3651.0,4677.0,2578.0,269.0,252.0,249.0,46.0,66.0,51.0,0.0
16,Niğde,Altunhisar,7166.0,7402.0,8797.0,29.0,3972.0,1561.0,986.0,397.0,30.0,47.0,106.0,7.0,38.0,22.0,0.0
4,Niğde,Bor,38442.0,39218.0,43505.0,145.0,17218.0,7570.0,7389.0,4699.0,406.0,358.0,539.0,72.0,111.0,80.0,0.0
10,Niğde,Niğde Merkez,125344.0,127697.0,145100.0,438.0,53229.0,25289.0,25393.0,15849.0,1638.0,1817.0,1450.0,215.0,259.0,205.0,0.0
13,Niğde,Ulukışla,13791.0,14209.0,16030.0,70.0,4385.0,3250.0,3785.0,1629.0,236.0,94.0,230.0,40.0,88.0,54.0,0.0
7,Niğde,Çamardı,7659.0,7928.0,9408.0,39.0,4088.0,1372.0,891.0,963.0,44.0,72.0,133.0,22.0,43.0,31.0,0.0
19,Niğde,Çiftlik,13888.0,14476.0,17261.0,57.0,5211.0,3677.0,3153.0,1251.0,70.0,99.0,258.0,44.0,74.0,51.0,0.0
3,Ordu,Akkuş,13678.0,14468.0,17609.0,82.0,7694.0,2580.0,1782.0,811.0,100.0,127.0,340.0,23.0,135.0,86.0,0.0
39,Ordu,Altınordu,134557.0,137263.0,157206.0,462.0,51996.0,20411.0,43243.0,13501.0,1477.0,1421.0,1643.0,375.0,307.0,183.0,0.0
5,Ordu,Aybastı,13242.0,13871.0,16842.0,63.0,7510.0,2108.0,1987.0,908.0,125.0,168.0,259.0,28.0,88.0,61.0,0.0
7,Ordu,Fatsa,72059.0,73892.0,85661.0,279.0,33930.0,11242.0,17188.0,6603.0,874.0,808.0,922.0,132.0,210.0,150.0,0.0
9,Ordu,Gölköy,17354.0,18324.0,22224.0,78.0,6992.0,3506.0,4414.0,1577.0,99.0,156.0,371.0,49.0,109.0,81.0,0.0
23,Ordu,Gülyalı,5900.0,6088.0,6761.0,24.0,2491.0,658.0,1883.0,630.0,42.0,66.0,82.0,14.0,18.0,16.0,0.0
25,Ordu,Gürgentepe,9260.0,9615.0,11058.0,40.0,3001.0,1600.0,3850.0,353.0,105.0,67.0,188.0,33.0,34.0,29.0,0.0
35,Ordu,Kabadüz,5245.0,5408.0,6204.0,26.0,2759.0,855.0,910.0,503.0,24.0,37.0,109.0,10.0,20.0,18.0,0.0
37,Ordu,Kabataş,6853.0,7168.0,8254.0,29.0,3626.0,1475.0,716.0,656.0,50.0,71.0,169.0,8.0,49.0,33.0,0.0
11,Ordu,Korgan,18376.0,18966.0,21196.0,73.0,11101.0,3906.0,1727.0,843.0,60.0,237.0,331.0,25.0,91.0,55.0,0.0
13,Ordu,Kumru,19152.0,19816.0,22297.0,81.0,11848.0,4222.0,1459.0,821.0,102.0,168.0,390.0,21.0,75.0,46.0,0.0
15,Ordu,Mesudiye,10331.0,10692.0,13116.0,81.0,5521.0,1329.0,1940.0,1116.0,51.0,75.0,197.0,28.0,44.0,30.0,0.0
17,Ordu,Perşembe,21517.0,22349.0,25639.0,113.0,8358.0,2492.0,6918.0,2753.0,309.0,141.0,245.0,78.0,124.0,99.0,0.0
19,Ordu,Ulubey,12236.0,12672.0,14579.0,64.0,5695.0,2023.0,3327.0,740.0,57.0,91.0,194.0,18.0,56.0,35.0,0.0
27,Ordu,Çamaş,5810.0,6009.0,6868.0,29.0,2667.0,1296.0,1073.0,488.0,27.0,99.0,114.0,8.0,18.0,20.0,0.0
29,Ordu,Çatalpınar,8498.0,8712.0,9895.0,38.0,4924.0,2417.0,612.0,226.0,20.0,69.0,178.0,5.0,30.0,17.0,0.0
31,Ordu,Çaybaşı,8079.0,8349.0,9537.0,43.0,4773.0,1863.0,576.0,549.0,22.0,62.0,158.0,9.0,33.0,34.0,0.0
21,Ordu,Ünye,78980.0,81175.0,92232.0,358.0,43785.0,13028.0,11970.0,6129.0,687.0,1420.0,1337.0,175.0,256.0,193.0,0.0
33,Ordu,İkizce,9022.0,9408.0,10806.0,52.0,4773.0,1580.0,1349.0,954.0,38.0,99.0,113.0,10.0,48.0,58.0,0.0
4,Osmaniye,Bahçe,13285.0,13599.0,15126.0,55.0,5806.0,4588.0,1035.0,1208.0,77.0,132.0,307.0,22.0,24.0,86.0,0.0
13,Osmaniye,Düziçi,46789.0,47825.0,55545.0,190.0,15427.0,14538.0,9051.0,5825.0,586.0,312.0,747.0,78.0,103.0,122.0,0.0
16,Osmaniye,Hasanbeyli,2867.0,2952.0,3261.0,14.0,1146.0,821.0,411.0,364.0,17.0,41.0,51.0,5.0,3.0,8.0,0.0
7,Osmaniye,Kadirli,75726.0,77216.0,89130.0,270.0,28142.0,19441.0,10855.0,14441.0,736.0,498.0,1019.0,122.0,219.0,253.0,0.0
